Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Teresa Davis,55,High,High,False,15
David Reyes,36,Low,High,False,58
Lauren Edwards,43,Low,Medium,False,82
Thomas Jones,74,High,Low,True,59
Robert Dennis,1,High,Medium,True,98
Kevin Jenkins,5,Low,Medium,False,20
Kimberly Jackson,59,Medium,Low,True,29
Kevin Rodriguez,80,Medium,High,False,79
David Mcgee,96,Low,Low,False,27
Paul Mills,28,Low,Medium,False,91
Charles Washington,30,Medium,High,False,74
Tonya Gibson,15,Medium,Low,False,71
Joseph Ramirez,47,Medium,Medium,False,67
Natalie Wyatt,48,High,Medium,False,100
Heather Davis,92,Low,High,True,10
Peter Norris,86,Medium,High,True,77
Amanda Moyer,58,Medium,High,True,30
Andrea Simon,95,Medium,Medium,True,93
John Erickson,95,High,Low,False,37
Melissa Cooper,80,High,Low,False,44
Mark Alexander,56,High,Low,False,31
Felicia Calderon,59,Low,Medium,True,14
Crystal Collins,75,Medium,Low,False,17
Jade Gonzalez,86,High,Medium,False,55
Bianca Sanchez,47,Medium,Low,False,61
Renee Neal,10,Low,Low,False,39
Samuel Adams,36,Medium,High,True,43
Steven Howard,68,Low,High,False,4
Eric Smith,15,High,High,False,33
Jeffrey Lee,74,Low,Low,True,15
James Smith PhD,8,High,Low,True,18
William Clay,90,Low,High,True,24
Jennifer Galloway,45,Medium,Medium,False,37
David Ramsey,3,High,Low,False,47
Kristin Dickson,81,Medium,High,True,83
Sandra Garza,0,Low,Low,False,73
Catherine Nelson,36,Low,Medium,True,89
Richard Patel,27,Medium,Medium,False,1
Robert Arnold,15,Medium,Low,False,65
Paul Shepherd,71,Medium,Medium,False,79
Jennifer Chapman,20,Low,High,False,49
Sergio Nguyen,88,Medium,High,True,38
Monica Howe,66,Low,High,False,74
Travis Strong,38,High,High,False,60
Diana Jones,78,Medium,High,True,46
Tyler Bailey,74,High,Medium,True,3
Amy Rodriguez,63,High,High,True,54
Teresa Smith,69,High,Medium,False,20
Daniel Summers,62,Low,High,True,28
Todd Patel,31,Low,Medium,False,6
Carrie Hansen,4,Low,High,False,48
Michelle Bishop,66,Low,Medium,True,21
Jade Gilbert,30,Medium,High,False,19
Leonard Villarreal,7,High,Medium,False,65
Mark Castro,94,High,Low,False,73
Stephen Hawkins,47,Medium,High,False,30
Charles Quinn,77,Medium,High,True,67
James Cortez,41,Low,High,True,13
Michael King,84,Medium,Medium,False,76
Lisa Lynn,95,High,Medium,True,20
John Kennedy,89,Low,Medium,True,49
Joe King,27,High,High,False,81
Mary Lee,93,Low,Low,False,33
Patricia Mccullough,25,Low,High,False,6
Brenda Smith,47,High,Low,False,14
Lori Gonzalez,19,Low,Low,False,51
Amy King,14,Medium,Medium,True,98
Anthony Mendoza,0,High,Medium,False,68
Sara Kerr,45,Low,Low,False,32
Kelly Mcguire,26,High,High,True,36
Christine Hill,76,Low,Medium,True,13
Benjamin Martin,8,High,Low,True,85
Timothy Lopez,19,Medium,Low,False,6
Manuel Atkins,92,High,Medium,True,32
Michael Lozano,84,Low,Medium,False,17
Manuel Gilbert,74,High,Low,True,68
John Grant,50,Low,High,False,18
Joel James,51,High,Low,False,35
Emily Bray,42,Low,High,True,91
Jeffery Porter,23,Medium,High,False,13
Jonathan Jones,58,High,High,True,5
Jeremiah Elliott,18,Low,Low,True,41
Carol Hunt,8,Low,Low,False,48
Elizabeth Morgan,81,High,Low,True,15
Robert Underwood,37,Medium,High,False,9
Mr. Alan Hardy,66,High,Medium,False,11
John Jones,73,Low,High,True,51
James Williams,62,Low,Low,False,29
Breanna Hughes,24,Medium,Low,True,59
Taylor Bass,43,Low,Low,False,76
Jose Marshall,26,High,Medium,True,25
Steven Thomas,78,Low,Medium,False,11
Leah Solis,70,Low,Medium,True,74
John Webb,33,High,High,False,69
Elizabeth Fowler,22,Low,Low,False,78
William Walter,69,Low,Low,True,62
Jillian Watkins,56,Low,High,True,88
Ricardo Mcintosh,97,High,Medium,False,48
Sharon Rivera,89,High,Low,False,5
Sarah Owen DVM,15,High,High,True,55
Edward Williams,44,High,High,True,51
Kelly Castillo,98,High,High,False,77
Lindsey Hernandez,23,Low,Low,False,92
Kimberly Christensen,11,Low,High,True,34
Robin Singh,75,Medium,High,False,57
Elizabeth Collins,9,Medium,High,True,57
Michael Parsons,28,Low,Low,True,94
Chad Fischer,33,High,Low,False,77
Angel Cardenas,67,High,Medium,False,74
James Dennis,43,High,Medium,False,85
Nathan Hill,53,Medium,Low,True,33
Brenda Wheeler,95,Medium,Medium,False,94
Levi Perry,22,High,Medium,True,19
Sara Novak,1,Medium,Low,False,99
Tonya Smith,95,Medium,Low,True,93
Rachel Howell,95,Medium,High,True,26
Casey Little,48,Medium,Medium,False,55
Timothy Parker,35,High,Low,True,4
Joseph Sutton,12,Medium,High,True,25
Robert Macias,69,Low,Medium,False,98
Monica Pearson,34,High,Low,False,97
Lisa Richardson,17,High,Low,True,90
Kelsey Parker,0,High,Medium,False,66
Rodney Kennedy,4,Low,Medium,False,40
Andrea Nelson,26,High,Low,False,16
Mario Hale,31,Medium,High,True,31
Nathaniel Bishop,100,Low,Medium,False,100
David Floyd,5,Medium,Low,True,77
Sara Haynes,47,Medium,High,True,2
Taylor Johnson,76,Low,Low,True,6
Jonathan Murray,30,High,Medium,False,80
Charles Osborne,50,Medium,Medium,False,15
Richard Carroll,82,Low,Low,True,45
Nicole Sullivan,44,High,Low,True,17
Kevin Hoffman,11,Low,Low,False,87
Patrick Smith,3,High,Low,False,36
Drew Bailey,27,High,Low,True,65
Michael Jackson,15,Low,High,False,15
Hayley Sloan,37,Low,Low,False,19
Ryan Anderson,53,Low,Medium,False,75
Joshua Carrillo,96,High,Medium,True,40
Alexandra Rush,76,Low,Medium,False,73
William Nichols,43,High,High,True,74
Robert Clark,45,High,Low,False,57
Gary Flynn,34,Medium,High,True,16
Robert Marshall,23,Medium,Medium,False,30
Christopher Clark,47,Low,Medium,False,36
Ricky Wilson,53,High,Medium,False,79
Jamie Lee,6,Medium,Medium,True,41
Adam Gates,70,Medium,Low,False,92
Samantha Cohen,40,Medium,Medium,True,3
Michelle Clay,9,Low,High,False,53
Bethany Williams,2,Medium,Low,False,64
Carla Smith,98,High,High,True,57
Mr. Eric Oconnell,9,Medium,Medium,False,94
Brittney Jordan,35,Medium,High,False,98
Michelle Ritter,85,Low,Low,False,35
Jacob Mcneil,43,Low,Low,False,83
Dakota Maldonado,56,Low,Medium,False,87
Travis Lowery,62,Medium,Medium,True,16
Laurie Adams,54,Low,High,True,98
Allen Bell,54,Medium,Low,False,58
Kayla George,0,High,Medium,False,43
Brian Henry,34,Low,Low,True,70
Tyler Merritt,77,High,Medium,False,5
Samuel Jordan,93,Medium,Low,True,58
Lori Johnson,6,Medium,Medium,False,93
Jonathan Walker,85,High,Low,True,31
Melissa Sanchez,51,Low,High,True,46
Jocelyn Savage,33,Low,High,True,72
Andrea Noble,92,Low,High,False,57
Jacob Barton,6,Low,High,False,41
Douglas Frederick,78,Low,High,False,39
Theresa Greer,61,Medium,Low,True,1
Mary Lee,83,Medium,High,False,78
Rachel Dorsey,30,Low,High,True,1
William Moore,3,Medium,Medium,True,41
Frances Patterson,58,Low,Low,False,14
Brian Smith,30,High,Medium,True,90
Roy Bryan,54,Low,Medium,False,44
Jonathan Mcgee,32,High,High,True,53
Marcus Wilson,52,High,Low,True,0
Debbie Hall,13,Low,Low,True,2
Mrs. Sandra Wolfe,73,Medium,Low,False,5
Cynthia Francis,51,Low,Low,False,5
Thomas House,77,Low,Low,False,85
Jeffrey Kennedy,36,High,Low,False,45
Ann Thompson,77,Low,Medium,False,64
Michelle Robles,98,Low,Low,True,97
Kimberly Jimenez,64,Medium,Medium,True,94
Michael White,56,Medium,Low,True,75
Robert Brown,44,Low,Medium,True,41
Christopher Farrell,41,High,Medium,True,83
Christina Payne,36,High,Medium,False,22
Linda Bell,78,Medium,Low,False,98
Jackson Pittman,61,Medium,High,False,71
Colton Villanueva,21,High,Low,True,45
Anthony Rubio,10,High,High,True,75
Karen Cruz,44,High,Low,True,72
Stacy Yu,95,Medium,High,False,66
Curtis Young,37,High,Medium,True,94
Alan Ferrell,9,Low,High,False,89
Anna Pierce,81,Low,Medium,False,85
Sarah Aguilar,38,High,High,False,99
Brianna Wright,46,High,Low,True,4
Nicholas Larson,11,Low,Low,True,51
Marc Wilkins,94,Medium,High,True,21
Richard Hall,81,Medium,Low,False,46
Michael Giles,68,Low,High,False,74
Peter Jenkins,39,High,Low,False,23
James Fleming,55,Medium,Medium,True,85
Dr. Jessica Jackson,28,Low,High,True,17
Jessica Turner,43,High,High,True,85
Lisa Lopez,83,Medium,Medium,False,80
Kenneth James,80,Low,Medium,False,32
Mark Allen,78,Low,Medium,False,65
William Mathews,12,Low,Low,False,15
Joseph Taylor,40,Low,Medium,False,30
Jessica Johnson,66,Medium,Medium,False,83
Patricia Graham,93,High,Medium,False,95
Kristin Miller,60,High,High,False,17
Danielle Fletcher,92,Low,High,True,30
Nicholas George,22,High,Medium,True,5
Ms. Chelsea Daniels,36,High,High,False,35
Mason Gonzalez,93,Medium,High,True,74
Kimberly Richard,39,High,High,True,34
Nicole Faulkner,41,Medium,High,True,59
Desiree Smith,11,Low,Low,True,24
Lance Walters,7,Low,Medium,False,97
Jill Koch,91,High,Low,True,84
Stephen Garcia,6,High,Low,True,97
Brenda Nguyen,86,Low,Low,False,43
Tiffany Brennan,72,Low,Medium,False,3
Mr. Andrew Wells,81,Medium,High,True,19
Mary Carson,4,High,Low,True,82
Manuel Harrison,6,Low,High,False,8
Daniel Nelson,1,Medium,Medium,False,23
David Kramer,90,High,High,False,68
Sean Berry,64,High,Medium,True,23
Linda Carlson,87,Low,Low,True,54
Bradley Hill,0,Low,High,True,72
Steve Young,13,High,High,False,70
Rachael Crawford,11,Low,Low,True,91
Christopher Wells,30,High,Low,True,25
Cynthia Davidson,93,Medium,Medium,False,90
Bradley Aguirre,2,Low,Medium,False,52
Denise Robertson,15,Low,Low,False,31
Monique Parker,24,High,High,True,90
Michelle Kirby,72,Medium,Medium,True,14
Michael Cruz,100,Low,High,False,48
Becky Martin,60,Low,High,False,29
Vincent Henderson,66,Low,High,False,65
William Nelson,1,High,Low,False,2
Gregory Fernandez,90,High,Low,True,17
Tammy Johnson,51,High,Low,False,18
Mrs. Stephanie Jones,37,Medium,Medium,True,51
Nicole Mccullough,75,High,High,True,6
Kathy Crane,28,High,Low,False,33
Cynthia Evans,49,High,Medium,True,1
Lisa Garcia,37,High,High,True,99
Deborah Vaughn,70,High,High,True,27
Tammy Mathews,95,High,Low,False,66
Brandon Baker,23,Medium,Low,True,1
Brian Mason,73,Low,Low,True,5
Keith Jacobs,100,Medium,Medium,True,62
Julie Brown,3,High,Low,False,6
Felicia Carroll,50,High,High,True,46
Colin Ferguson,0,Medium,Low,False,81
Tammy Lindsey,58,Medium,Low,False,74
John Rasmussen,20,Medium,Low,True,37
Megan Edwards,28,Low,Medium,False,51
Diane Peterson,13,Medium,Medium,False,65
Dr. Lisa Malone MD,9,Medium,Low,False,48
Martin Marshall,66,Low,Low,False,68
Kenneth Copeland,44,High,Low,True,65
Michael Bennett,90,Medium,Low,True,2
Danielle Rice,28,High,High,True,94
Heather Butler,79,Medium,Medium,True,61
Dennis Thomas,10,Low,Medium,False,96
Howard Dean,25,Low,High,False,20
Travis Thompson,80,Low,Medium,False,71
Adam Vaughn,0,Low,Low,False,60
Lauren Collins,61,High,Low,False,98
April Young,5,High,Low,False,32
Megan Tate,26,Medium,Low,True,0
Wayne Berry,6,Low,Low,False,93
Scott Parrish,64,High,Medium,True,92
Samantha Myers,53,Medium,Low,True,97
Sharon Klein,23,Low,Medium,True,94
Edwin Valenzuela,82,High,Medium,False,35
John Murray,43,High,Medium,True,97
Andrew Carr,86,High,High,True,40
Kelly Mckenzie,50,Medium,High,False,88
Edward Richards,32,Low,Medium,True,85
Kristine Mercado,98,Low,Low,False,59
Eric Howell,48,Medium,Low,True,56
Renee Cunningham,17,Low,Medium,True,29
James White,49,High,Medium,True,91
Ashley Simmons,34,Medium,High,False,40
Rachel Mack,96,Low,Low,True,87
Joseph Smith,57,High,High,True,25
Kimberly Gonzalez,32,Medium,Low,True,29
Deborah Wilson,48,Low,Medium,True,82
Timothy Martin,81,Medium,High,True,97
Jason Johnson,83,Low,Low,False,17
Justin Hill,48,Medium,High,True,98
David White,58,High,Low,True,50
Lisa Zimmerman,20,High,Low,True,67
Miranda Bender,92,Low,Low,False,39
Sarah Moss,1,Low,Low,True,98
Megan Gregory,31,High,Low,False,36
Julie Forbes,0,Medium,Low,False,49
Melanie Horne,7,Low,Low,False,30
Joshua Walters,69,High,Medium,True,76
David Bond,87,High,Low,False,55
Ashley Swanson,56,Low,Low,False,41
Scott Harris,64,Low,High,True,23
Alexa Nguyen,67,High,High,True,56
Lindsey Walters,5,Low,Medium,True,27
Brittany Russell,68,High,Medium,True,50
Jay Montgomery,58,Low,Low,False,27
Valerie Watson,45,High,High,False,70
John Wilson,68,Medium,Low,False,55
Stephanie Cruz,31,Medium,Low,False,65
Walter Johnson,36,Low,Low,True,19
Maria Parker,23,High,Low,True,56
Eric Young,100,Low,Low,False,66
Patrick Martin,13,Medium,Medium,False,57
Stephanie Bradley,46,Low,Medium,False,50
Samantha Haley,65,High,Medium,False,8
Daniel Hopkins,74,High,Medium,True,97
Cory Salazar,41,Low,Low,False,42
Jeremy Coleman,50,High,Low,False,99
Heather Nunez,9,High,Low,False,85
Audrey Pugh MD,49,Medium,High,True,20
Kristina Thompson,6,High,Low,True,24
Jerry Goodwin,36,High,High,False,47
Monica Glenn,30,High,Medium,True,14
Christopher Powell,76,High,High,False,91
Jennifer Banks,3,High,Medium,True,69
Matthew Soto,48,Medium,High,False,92
Mrs. Erica Long DVM,86,Low,Medium,True,86
Leslie Valenzuela,51,Low,Low,True,17
Matthew Howard,81,Medium,Low,False,74
Marcus Pena,50,Low,Low,True,15
Jordan Singh,0,High,High,False,65
Sharon Newman,95,High,Low,False,90
Mr. Clayton Orozco,72,Medium,Low,True,53
Jamie Harper,16,Medium,High,True,37
Eric Lynch,85,Medium,Medium,False,9
Andrea Davies,78,Medium,Low,False,47
Dana Vaughn,55,Medium,Medium,False,86
Omar Benitez,25,Medium,Low,True,11
Sean Schaefer,81,Medium,High,True,3
Joseph Sims,76,Medium,Medium,True,76
Jill Cowan,71,Medium,Medium,False,21
Peter Edwards,86,Medium,High,False,84
Lisa Adams,49,High,Low,False,42
Holly Sanders,74,Medium,High,False,80
Angela Larson,31,Low,Medium,True,65
Melissa Randall,80,Medium,High,False,66
Jason Brown,52,Low,Medium,False,49
Robert Jones,77,High,Medium,False,50
Alicia Cooper,89,High,Medium,False,61
Kevin Morgan,51,Medium,High,False,16
Adam Hart,50,Low,High,True,97
Casey Boyd,91,High,Low,False,62
Earl Leblanc,1,Medium,Medium,False,64
Jesse Richardson,68,High,Low,False,78
Daniel Zimmerman,0,Medium,Low,True,42
Michael Nielsen,56,High,Low,True,36
Denise Banks,32,High,Low,True,24
Alexis Wright,5,Medium,Medium,False,52
Michelle Lee,46,High,Medium,True,54
Juan Richardson,15,Medium,High,True,43
Pamela Atkins,50,High,Low,False,65
Jenny Mcintyre,38,Low,High,True,28
James Arnold,33,Medium,Medium,False,15
Veronica Baldwin,92,Medium,Low,True,91
Dennis Hansen,18,Medium,High,True,45
Robert Silva,48,Low,Low,False,75
Julie Campbell,14,High,Medium,True,11
Jacob Grimes,61,High,High,False,41
Michelle Graham,28,Medium,Medium,True,89
Natalie Robertson,20,High,Low,True,37
Lisa Walls,47,Low,Medium,False,80
Kelly Bryant,99,Medium,High,False,45
Tammy Fox,39,High,High,True,86
David Baker,31,High,Low,True,88
Mia Mcknight,62,Medium,High,False,86
Michael Mcconnell,36,High,Medium,True,27
Ashley Allen,72,Medium,Medium,False,46
Mark Martinez,86,Low,Low,True,66
Bryan Jones,36,High,Medium,True,74
Bryan Gonzalez,15,Medium,High,False,87
Elizabeth Morse,69,High,High,False,97
Troy Cameron,96,Low,High,True,53
Michael Wheeler,17,Low,Medium,False,69
Donald Keller,60,Medium,Medium,True,72
Sherry Yang,20,Low,Medium,False,37
Kathryn Green,79,Low,High,False,73
Manuel Jones,39,Low,High,True,55
Carlos Sharp,25,Low,Medium,False,42
Michael Case,90,Medium,Low,True,59
Angela Williams,23,High,Low,False,35
Heather Dennis,8,Medium,Low,False,78
Stephen Williams,24,Medium,Medium,True,66
Brianna Strickland,18,High,Medium,False,2
Christopher Wright,65,Low,Medium,True,63
Joseph Rodriguez,90,High,Medium,False,3
Ann Juarez,29,High,Medium,False,53
Patrick Donovan,20,High,High,False,64
Robert Elliott,11,High,High,True,8
Joanne Shannon,98,Medium,Low,False,49
Jacob Bennett,28,Medium,Low,True,15
Joseph Mercer,44,Low,Low,True,16
Scott Cobb,45,Low,Medium,True,55
Christopher Chandler,12,Low,Low,True,32
Jennifer Matthews,0,Medium,Medium,False,53
James Shaffer,54,Low,Medium,True,44
Justin Stephenson,63,Low,Low,False,28
Amber Williams,91,Medium,High,False,92
Cynthia Andersen,61,High,Low,False,2
Tracy Lane,1,Medium,Medium,False,48
Jessica Sawyer,6,Medium,Medium,False,36
Anita Townsend,86,Medium,Low,True,87
Helen Pratt,2,Medium,Medium,False,25
Kevin Lee,22,Medium,High,False,98
Daniel Patton,73,Low,High,True,87
Crystal Jones,93,Low,High,True,13
Adam Sweeney,52,High,Low,True,0
Mr. Tyler Hunter,86,Medium,High,True,55
Steven Hernandez,38,Low,Medium,True,8
Vernon Smith,8,Medium,Medium,False,89
Vanessa Adams,91,Medium,Low,False,46
Caitlin Thomas,15,High,High,True,66
Kevin Baker,64,High,Low,True,68
Tony Garner,100,Low,Low,True,77
Jennifer Phillips,99,Low,Low,True,47
Angel Collier,96,Medium,Medium,True,80
Samantha Short,12,Low,High,False,54
Gregory Lindsey,90,Medium,High,False,56
James Allen,23,High,High,False,7
Haley Brown,94,High,Medium,True,14
Kathleen Phillips,34,Low,High,True,41
Patricia Moore,96,Medium,Medium,False,55
Cody Walker,29,Medium,High,True,98
Megan Freeman,83,High,Medium,True,38
Leslie Whitehead,26,Medium,Medium,True,34
Michael Rios,44,Medium,Medium,True,42
Ann Ramirez,98,Low,Low,False,24
Daniel Wheeler,89,High,Low,False,34
Laurie Woodward,31,Low,Low,True,21
Nancy Mcdowell,24,Medium,High,False,6
Patricia Rivera,62,Low,Medium,True,62
Matthew Potts,39,Medium,Low,False,25
Donald Allen,11,High,High,False,32
Matthew Valencia,76,Medium,High,True,29
David Steele,75,Medium,High,False,77
Jonathan Harrison,58,Medium,Medium,True,97
Marie Miller,13,High,Low,False,30
Joshua Fisher,7,Medium,Medium,False,38
Robert Chase,75,High,Low,True,23
Emma Smith,97,Medium,Low,True,5
Richard Murray,52,Low,Medium,False,99
Michelle Ball,81,Low,High,False,3
Michael Beasley,86,Medium,High,False,73
Michael Williams,99,High,High,True,74
Kyle Wilson,13,High,High,True,69
David Martin,9,Low,Medium,True,26
Larry Martin,26,High,High,False,52
Steven Rodriguez,24,Medium,Low,True,90
Hayley Valenzuela,92,Medium,Medium,False,32
Robin Adams,17,Low,High,False,14
Russell Miller,3,Medium,Low,True,72
Jennifer Walker,20,Low,Medium,True,19
Patrick Torres,76,High,High,False,23
Michelle Leonard,71,High,High,True,0
Jessica Ellis,46,Low,High,True,92
Emily Harvey,100,Medium,Medium,False,79
Brian Rodriguez,43,Low,Medium,True,63
David Lewis,64,Medium,High,True,20
Chris Haney,89,Medium,High,True,96
Kevin Gonzalez,83,High,Medium,True,30
Stephanie Willis,48,High,Low,True,80
Dr. Andrea Alvarez,99,High,Medium,True,64
Craig Gordon,9,High,Medium,False,44
Ronald Allen,90,Medium,Medium,False,91
Timothy Ramsey,5,Medium,Low,True,40
Anthony Howell,23,Low,High,False,73
Joseph Berger,69,Medium,High,True,94
Mr. Jack Brown,16,Low,High,True,87
Anthony Warren,0,Medium,Medium,True,51
Todd Bird,80,High,Low,False,4
Matthew Logan,13,High,Low,False,99
Courtney Wilson,74,Low,Medium,True,52
Jessica Mcdonald,52,Low,Low,False,49
Terri Harris,15,Medium,Low,True,49
Jacob Oliver,75,Medium,Medium,False,20
Katelyn Brown,56,Low,Low,False,13
Jessica Flores,23,Low,Medium,True,65
Dana Johnson,87,Medium,Medium,True,94
Alex Robbins,65,Medium,Low,True,49
James Hunter,16,Low,High,True,5
Kristina Keller,34,High,High,False,3
John Le,65,Medium,Low,True,88
Stephanie Robinson,14,Medium,Low,True,3
Rose Atkinson,72,Medium,High,False,36
Laurie Horne,24,Medium,High,False,78
Katie Flores,71,Low,Medium,True,90
Gregory Kelly,32,High,Low,True,40
Samuel Holmes,36,Low,Medium,False,99
Eric Murray,57,Low,Medium,True,40
Scott Watts,90,Medium,Low,True,43
David Mann,32,High,Medium,False,48
Ryan Atkins,95,Low,High,True,77
Anthony Carlson,59,Medium,High,False,15
Ryan Rogers,7,High,Low,True,82
Cheryl Thomas,34,High,Low,False,28
Ryan Johnson,54,Medium,Low,True,34
Monica Pierce DVM,72,Low,Low,True,50
James Bishop,16,Low,Low,True,39
Lauren Sullivan,6,Low,Medium,True,70
Paul Galloway,45,Low,Medium,True,80
Kimberly Cruz,74,High,High,False,93
Kyle Jordan,2,High,Medium,False,79
Jack Smith,99,Low,Medium,False,44
Gwendolyn Murray,20,Low,Medium,True,42
Pamela Williams,20,Low,High,False,64
Kristie Barrera,46,High,Medium,False,64
Edward Olson,0,Low,Low,False,34
Kelsey Todd,100,Low,Low,False,39
Veronica Edwards,5,Medium,High,False,63
Kenneth Green,31,Low,High,True,31
Michael Perez,85,Low,High,True,1
Maria Gibbs,68,High,High,False,28
Jessica Martinez,66,Medium,Low,True,89
Kathleen Reynolds,43,High,Medium,False,75
Ryan Odonnell,57,Medium,Medium,False,94
Donna Duke,91,Low,High,False,77
Kyle Williams,19,High,High,True,19
Robert Perez,31,Medium,Low,True,51
Erin King,12,Medium,Low,False,98
Daniel Chambers,23,High,Low,False,33
Teresa Baird,32,High,High,True,41
Michael Campbell,75,Low,Low,False,41
Jacqueline Aguilar,79,Medium,Low,False,6
Felicia Glover,97,Medium,Medium,False,19
Phillip Stanley,53,Medium,High,True,93
Janet Sanders,87,Low,Medium,False,30
Ruben Campbell,29,High,Low,True,87
Anthony King,20,Medium,Low,False,42
Brooke Graham,68,Low,Low,False,12
Laura Goodman,27,High,High,True,7
Jonathan Anderson,89,High,Low,False,29
Timothy Wilson,42,Medium,High,False,28
Dr. Robin Castro,51,High,High,True,42
Cindy Matthews,66,High,Low,True,79
